p@1,p@3,p@5,loss,epoch,trn/val
0.16664011470447665,0.10466783495300302,0.08969252827783973,0.17302566766738892,0.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.16964285714285715,0.10246598639455783,0.08775510204081632,0.0,0.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.15978970845945514,0.10206574265838246,0.08851362115660347,0.06562142819166183,1.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.15306122448979592,0.09693877551020408,0.08545918367346939,0.0,1.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.15724072008921458,0.10105676809516223,0.0877489246455313,0.0330619290471077,2.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.15306122448979592,0.09906462585034014,0.08647959183673469,0.0,2.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.15516966703839413,0.09850777972492168,0.08749402580850725,0.019052112475037575,3.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.16071428571428573,0.10119047619047618,0.08877551020408163,0.0,3.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.15118687270989326,0.09654293452286124,0.08570973394933885,0.012875556945800781,4.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.14668367346938777,0.09821428571428571,0.08647959183673469,0.0,4.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.01704635972598375,0.10806648611332377,0.16358132866018799,0.14284346997737885,0.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.025510204081632654,0.08886054421768708,0.13443877551020408,0.0,0.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.01800223036482396,0.1087037332058839,0.1618288991556476,0.05516673997044563,1.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.02295918367346939,0.08673469387755102,0.13571428571428573,0.0,1.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.016887047952843716,0.10811959003770379,0.1601083320057352,0.02854674495756626,2.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.02806122448979592,0.08971088435374149,0.13571428571428573,0.0,2.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.012904253624342839,0.10461473102862301,0.15663533535128246,0.025578828528523445,3.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.017857142857142856,0.08078231292517006,0.13673469387755102,0.0,3.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.017205671499123786,0.10700440762572354,0.1599808825872232,0.023048529401421547,4.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.025510204081632654,0.09183673469387754,0.13520408163265304,0.0,4.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.014815994902023259,0.1077478625670437,0.15982157081408316,0.01067874301224947,5.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.02040816326530612,0.09013605442176871,0.1441326530612245,0.0,5.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.017205671499123786,0.1099782273910042,0.16087302851680738,0.007731171324849129,6.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.02295918367346939,0.09098639455782313,0.1375,0.0,6.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.016887047952843716,0.10700440762572354,0.159088736657639,0.006936855614185333,7.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.03188775510204082,0.08673469387755102,0.13214285714285715,0.0,7.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.01354150071690298,0.10647336838192344,0.1581965907280548,0.0044993250630795956,8.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.030612244897959183,0.09226190476190477,0.1405612244897959,0.0,8.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.016249800860283575,0.10928787637406405,0.15966225904094314,0.004135640803724527,9.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.029336734693877552,0.09523809523809523,0.1420918367346939,0.0,9.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.36609845467580054,0.33598852955233394,0.281981838457862,0.14153949916362762,0.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.2971938775510204,0.29464285714285715,0.26581632653061227,0.0,0.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.36466464871754023,0.3358292177791939,0.2809622431097658,0.05226106941699982,1.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.28061224489795916,0.2925170068027211,0.261734693877551,0.0,1.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.36354946630555995,0.33572300993043386,0.2809622431097658,0.03337189927697182,2.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.2755102040816326,0.29124149659863946,0.26045918367346943,0.0,2.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.36753226063406086,0.33651956879613404,0.2808666560458818,0.02222868986427784,3.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
0.28316326530612246,0.2942176870748299,0.26326530612244897,0.0,3.0,val
p@1,p@3,p@5,loss,epoch,trn/val
0.36609845467580054,0.3360947374010939,0.28108969252827787,0.015863338485360146,4.0,trn
p@1,p@3,p@5,loss,epoch,trn/val
